idx,adaboost:algorithm,adaboost:base_estimator,adaboost:learning_rate,adaboost:n_estimators,classifier,extra_trees:bootstrap,extra_trees:criterion,extra_trees:max_depth,extra_trees:max_features,extra_trees:min_samples_leaf,extra_trees:min_samples_split,extra_trees:n_estimators,gradient_boosting:learning_rate,gradient_boosting:max_depth,gradient_boosting:max_features,gradient_boosting:min_samples_leaf,gradient_boosting:min_samples_split,gradient_boosting:n_estimators,gradient_boosting:subsample,imputation:strategy,k_nearest_neighbors:algorithm,k_nearest_neighbors:leaf_size,k_nearest_neighbors:metric,k_nearest_neighbors:n_neighbors,k_nearest_neighbors:p,k_nearest_neighbors:weights,kitchen_sinks:gamma,kitchen_sinks:n_components,liblinear:C,liblinear:class_weight,liblinear:dual,liblinear:fit_intercept,liblinear:intercept_scaling,liblinear:loss,liblinear:multi_class,liblinear:penalty,liblinear:tol,libsvm_svc:C,libsvm_svc:class_weight,libsvm_svc:coef0,libsvm_svc:degree,libsvm_svc:gamma,libsvm_svc:kernel,libsvm_svc:max_iter,libsvm_svc:shrinking,libsvm_svc:tol,multinomial_nb:alpha,multinomial_nb:fit_prior,pca:keep_variance,pca:whiten,preprocessor,random_forest:bootstrap,random_forest:criterion,random_forest:max_depth,random_forest:max_features,random_forest:max_leaf_nodes,random_forest:min_samples_leaf,random_forest:min_samples_split,random_forest:n_estimators,random_trees_embedding:max_depth,random_trees_embedding:max_leaf_nodes,random_trees_embedding:min_samples_leaf,random_trees_embedding:min_samples_split,random_trees_embedding:n_estimators,rescaling:strategy,select_percentile_classification:percentile,select_percentile_classification:score_func,sgd:alpha,sgd:class_weight,sgd:epsilon,sgd:eta0,sgd:fit_intercept,sgd:l1_ratio,sgd:learning_rate,sgd:loss,sgd:n_iter,sgd:penalty,sgd:power_t,sparse_filtering:N,sparse_filtering:maxiter,truncatedSVD:target_dim
2318,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,54,1,uniform,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,7,None,1,7,14,min/max,,,,,,,,,,,,,,,,
2319,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,0.009256877513192728,None,,0.01717350741978104,True,,optimal,hinge,713,l2,,1479,170,
2320,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,0.0006930380838303968,None,,0.07142297391114914,True,0.97056200393202,constant,hinge,462,elasticnet,,,,
2321,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,48.66359290892791,None,0.9798620486513114,3,0.08679281536132087,poly,-1,False,0.00035947913564649556,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2322,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,43.699999209251615,f_classif,,,,,,,,,,,,,,
2323,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,1820.1182349311916,None,,,0.0003194938647255882,rbf,-1,True,0.00020192718945780382,,,,,random_trees_embedding,,,,,,,,,9,None,3,2,74,min/max,,,,,,,,,,,,,,,,
2324,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,23.506825121690202,None,False,True,1,l2,ovr,l2,0.0008485524864373079,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,57.61639764110789,f_classif,,,,,,,,,,,,,,
2325,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,6.667326401310088,False,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2326,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,102,497,
2327,,,,,random_forest,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,False,gini,None,1.7368709440043417,None,1,2,100,,,,,,min/max,,,,,,,,,,,,,,,,
2328,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9144893664277094,True,pca,,,,,,,,,,,,,,standard,,,0.0009810522229903365,None,,0.01770784628893495,True,,optimal,log,27,l1,,,,
2329,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,13.151865799514347,None,False,True,1,l2,ovr,l2,0.003344632700890966,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2330,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,4,None,1,12,77,min/max,,,2.3730749115819457e-05,None,,0.08947744392501093,True,0.43312076206172945,constant,hinge,942,elasticnet,,,,
2331,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1195482320960613,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,84.9458767445749,f_classif,,,,,,,,,,,,,,
2332,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9696537221476715,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2333,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,0.9854393111270832,1466,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,6.069756590461354e-06,None,,0.0019581456111415893,True,,optimal,log,720,l1,,,,
2334,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,0.36448300914325565,70,58.83756786184535,None,False,True,1,l2,ovr,l2,8.526799048729049e-05,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2335,SAMME.R,None,0.1,10,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,50.0,chi2,,,,,,,,,,,,,,
2336,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,47.53315498874839,auto,False,True,1,l2,ovr,l2,1.31206171335809e-05,,,,,,,,,,,,0.9960657353687583,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2337,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,1.4781754087634966,None,0.8382229808805559,5,5.866446594981349e-05,poly,-1,True,0.01531126316843545,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,15.429471376411009,f_classif,,,,,,,,,,,,,,
2338,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2339,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,0.03361647835896107,auto,False,True,1,l2,ovr,l2,5.329156860044088e-05,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,9,None,5,19,89,standard,,,,,,,,,,,,,,,,
2340,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,60.934242840539916,f_classif,7.835816652733207e-05,auto,,0.06155193170728939,True,,optimal,perceptron,754,l1,,,,
2341,,,,,extra_trees,False,entropy,None,4.653392199181355,1,2,100,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,82.49635324975446,f_classif,,,,,,,,,,,,,,
2342,SAMME.R,None,0.1,10,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2343,,,,,gradient_boosting,,,,,,,,0.3846064452134594,9,4.186955566934494,19,6,100,0.9797544324046283,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.11339610998412,chi2,,,,,,,,,,,,,,
2344,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,0.4621404140497537,658,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2345,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,False,entropy,None,3.418616678943928,None,1,2,100,,,,,,min/max,83.35120602195373,f_classif,,,,,,,,,,,,,,
2346,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,83,5,uniform,,,,,,,,,,,,,,,,,,,,,,,0.9973467978389108,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2347,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,71,1,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2348,,,,,extra_trees,False,entropy,None,4.459565531536029,1,2,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2349,,,,,multinomial_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22563328332016658,False,,,random_trees_embedding,,,,,,,,,8,None,6,18,97,min/max,,,,,,,,,,,,,,,,
2350,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,0.05031356966497586,None,0.0,,0.0017585220409796303,sigmoid,-1,False,0.015572130201463388,,,0.9979664351255013,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2351,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,1187.6526736636429,auto,False,True,1,l2,ovr,l2,0.01492963797675059,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1348,93,
2352,,,,,gradient_boosting,,,,,,,,0.1054242776060052,9,4.724457556497401,6,10,100,0.8636142872707003,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2353,SAMME.R,None,0.9654318901746303,49,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979273884443463,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2354,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,41,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,20.488868861545335,chi2,,,,,,,,,,,,,,
2355,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,5,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,6,None,1,18,98,standard,,,,,,,,,,,,,,,,
2356,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,1.0980589314997502e-07,auto,,0.002685212669439335,True,,constant,perceptron,969,l1,,1644,73,
2357,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,0.06314944606797243,auto,,0.05821376742666965,True,,optimal,hinge,383,l1,,,,
2358,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,13.422283359635886,None,-0.7065065154737971,,3.998046169746364e-05,sigmoid,-1,True,0.02722837209298751,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2359,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,15.16878497904576,f_classif,,,,,,,,,,,,,,
2360,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,0.17041685819465185,None,0.6247556119070896,2,0.00656983322755621,poly,-1,False,0.09224233913759192,,,,,random_trees_embedding,,,,,,,,,6,None,1,18,51,standard,,,,,,,,,,,,,,,,
2361,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,117.57340262654819,auto,False,True,1,l2,ovr,l2,0.0436601340355164,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,32.484209291414665,f_classif,,,,,,,,,,,,,,
2362,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5475796200722427,False,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2363,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,617,372,
2364,,,,,random_forest,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,False,entropy,None,4.882523792664947,None,4,9,100,,,,,,standard,,,,,,,,,,,,,,,,
2365,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.990226702893342,True,pca,,,,,,,,,,,,,,standard,,,0.00032176445658078635,auto,,0.09809692468169517,True,0.5518604006485732,optimal,hinge,146,elasticnet,,,,
2366,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,37.0605924639311,auto,False,True,1,l2,ovr,l2,0.00010416732652244182,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2367,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,9,None,1,18,92,standard,,,0.0002810094277269501,auto,,0.09169497375698682,True,0.7393740558474573,optimal,hinge,614,elasticnet,,,,
2368,,,,,multinomial_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,0.581227306130055,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,48.879668415887494,chi2,,,,,,,,,,,,,,
2369,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9922873625895119,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2370,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,0.3493947145991595,6050,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,5.887535400653153e-06,auto,,0.059310484820346836,True,,optimal,log,167,l2,,,,
2371,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,0.32929635949388,454,134.8413382481417,auto,False,True,1,l2,ovr,l2,0.00046433764171544776,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2372,SAMME.R,None,0.1,10,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,50.0,chi2,,,,,,,,,,,,,,
2373,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,0.04160600117055748,None,False,True,1,l2,ovr,l2,0.00021414550555637734,,,,,,,,,,,,0.9469392723329826,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2374,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,9114.320111401292,auto,,,0.020543126832931736,rbf,-1,False,0.0033572750710557688,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,85.70122427629863,chi2,,,,,,,,,,,,,,
2375,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2376,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.03675187194062903,None,False,True,1,l2,ovr,l2,0.07644444107151736,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,9,None,2,17,100,min/max,,,,,,,,,,,,,,,,
2377,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,87.27170449742646,f_classif,2.8187544155930093e-05,auto,,0.07181226465254342,True,,invscaling,log,981,l1,0.3045081309649675,,,
2378,,,,,extra_trees,False,gini,None,4.852699517204161,1,9,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,63.50373794937284,chi2,,,,,,,,,,,,,,
2379,SAMME.R,None,0.4279141495543108,50,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2380,,,,,gradient_boosting,,,,,,,,0.06951514484071517,9,2.746110963172439,17,4,100,0.7534874895358602,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,78.36560687781733,f_classif,,,,,,,,,,,,,,
2381,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,0.3003174210966035,8527,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2382,,,,,random_forest,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,False,entropy,None,2.9885839012739317,None,1,2,100,,,,,,min/max,75.75428783253236,f_classif,,,,,,,,,,,,,,
2383,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,48,5,uniform,,,,,,,,,,,,,,,,,,,,,,,0.8270991105069507,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2384,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,1,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2385,,,,,extra_trees,False,gini,None,3.369531382855314,1,11,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2386,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20749050423101378,True,,,random_trees_embedding,,,,,,,,,10,None,2,17,97,min/max,,,,,,,,,,,,,,,,
2387,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,6.625342805896295,auto,,,0.006738520448198276,rbf,-1,True,0.0011102610900061182,,,0.8895461782351413,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2388,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,88.39796334457235,None,False,True,1,l2,ovr,l2,0.09677363839975239,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,1786,204,
2389,,,,,gradient_boosting,,,,,,,,0.042690170865814045,7,3.7997970463895827,11,2,100,0.9482972259916524,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2390,SAMME.R,None,0.4649842302655058,50,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70999062422364,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2391,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,56,5,distance,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,43.91793593015328,f_classif,,,,,,,,,,,,,,
2392,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,99,1,uniform,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,10,None,6,20,94,min/max,,,,,,,,,,,,,,,,
2393,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,4.87219508271291e-07,auto,,0.07284071276154669,True,0.27888000422513404,optimal,hinge,633,elasticnet,,1413,275,
2394,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,0.0005158558816317382,None,,0.037569580019370996,True,0.9568778058659698,constant,log,666,elasticnet,,,,
2395,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,146.89932870150525,None,,,0.0008488605615244115,rbf,-1,True,0.00011035064138523454,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2396,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,73.70568353732614,f_classif,,,,,,,,,,,,,,
2397,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,45.1848580312856,auto,-0.08928758191263264,2,0.09591075220099886,poly,-1,False,0.0047011043448729915,,,,,random_trees_embedding,,,,,,,,,7,None,1,9,100,min/max,,,,,,,,,,,,,,,,
2398,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.20298444316145475,None,False,True,1,l2,ovr,l2,0.004953882784802147,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,84.63372319191505,f_classif,,,,,,,,,,,,,,
2399,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2400,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,1574,170,
2401,,,,,random_forest,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,False,gini,None,3.056393027838125,None,1,4,100,,,,,,min/max,,,,,,,,,,,,,,,,
2402,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9558466130520882,False,pca,,,,,,,,,,,,,,min/max,,,0.003133859640612729,None,,0.02308943334564879,True,,invscaling,squared_hinge,936,l1,0.3455634200419491,,,
2403,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,0.2394329650832225,None,False,True,1,l2,ovr,l2,0.002837955814833296,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2404,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,9,None,2,17,97,min/max,,,2.3732477953535035e-06,None,,0.09984461603745888,True,,invscaling,log,517,l1,0.4460032838307302,,,
2405,,,,,multinomial_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4335734505034848,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.02319974457342,f_classif,,,,,,,,,,,,,,
2406,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9035887876005297,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2407,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,0.5342048690557337,921,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,1.0610129509201043e-07,None,,0.06392637574664373,True,,invscaling,log,456,l2,0.4449257914980601,,,
2408,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,0.3028198946649295,9718,0.7937491550327935,auto,False,True,1,l2,ovr,l2,0.0702113360297485,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2409,SAMME.R,None,0.5166278559208264,50,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,54.04424297730234,chi2,,,,,,,,,,,,,,
2410,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,0.15140212337804584,auto,False,True,1,l2,ovr,l2,0.0431825897246659,,,,,,,,,,,,0.9976720781374759,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2411,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,0.03846955625717164,None,,,3.388233635620141,rbf,-1,False,0.00031262175017942554,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,56.85017221532956,chi2,,,,,,,,,,,,,,
2412,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
2413,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,0.037129808657293574,auto,False,True,1,l2,ovr,l2,3.627603490358536e-05,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,8,None,3,10,99,min/max,,,,,,,,,,,,,,,,
2414,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,68.21976590774761,chi2,1.6610592396463317e-05,auto,,0.09915735168794125,True,,optimal,log,238,l1,,,,
2415,,,,,extra_trees,False,gini,None,3.5678208884908504,1,2,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,50.0,chi2,,,,,,,,,,,,,,
2416,SAMME.R,None,0.9466821932385366,50,adaboost,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2417,,,,,gradient_boosting,,,,,,,,0.15409050450514292,7,4.7427541934647115,2,7,100,0.8101613935673525,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,76.7251944486899,chi2,,,,,,,,,,,,,,
2418,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,1.9670137158764336,763,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
2419,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,False,gini,None,3.8829596797092583,None,1,5,100,,,,,,standard,78.99021651787703,f_classif,,,,,,,,,,,,,,
