idx,adaboost:algorithm,adaboost:learning_rate,adaboost:max_depth,adaboost:n_estimators,balancing:strategy,bernoulli_nb:alpha,bernoulli_nb:fit_prior,classifier,decision_tree:criterion,decision_tree:max_depth,decision_tree:max_features,decision_tree:max_leaf_nodes,decision_tree:min_samples_leaf,decision_tree:min_samples_split,extra_trees:bootstrap,extra_trees:criterion,extra_trees:max_depth,extra_trees:max_features,extra_trees:min_samples_leaf,extra_trees:min_samples_split,extra_trees:n_estimators,extra_trees_preproc_for_classification:bootstrap,extra_trees_preproc_for_classification:criterion,extra_trees_preproc_for_classification:max_depth,extra_trees_preproc_for_classification:max_features,extra_trees_preproc_for_classification:min_samples_leaf,extra_trees_preproc_for_classification:min_samples_split,extra_trees_preproc_for_classification:n_estimators,fast_ica:algorithm,fast_ica:fun,fast_ica:n_components,fast_ica:whiten,feature_agglomeration:affinity,feature_agglomeration:linkage,feature_agglomeration:n_clusters,gem:N,gem:precond,gradient_boosting:learning_rate,gradient_boosting:max_depth,gradient_boosting:max_features,gradient_boosting:min_samples_leaf,gradient_boosting:min_samples_split,gradient_boosting:n_estimators,gradient_boosting:subsample,imputation:strategy,k_nearest_neighbors:algorithm,k_nearest_neighbors:leaf_size,k_nearest_neighbors:n_neighbors,k_nearest_neighbors:p,k_nearest_neighbors:weights,kernel_pca:coef0,kernel_pca:degree,kernel_pca:gamma,kernel_pca:kernel,kernel_pca:n_components,kitchen_sinks:gamma,kitchen_sinks:n_components,lda:n_components,lda:tol,liblinear_svc:C,liblinear_svc:class_weight,liblinear_svc:dual,liblinear_svc:fit_intercept,liblinear_svc:intercept_scaling,liblinear_svc:loss,liblinear_svc:multi_class,liblinear_svc:penalty,liblinear_svc:tol,liblinear_svc_preprocessor:C,liblinear_svc_preprocessor:class_weight,liblinear_svc_preprocessor:dual,liblinear_svc_preprocessor:fit_intercept,liblinear_svc_preprocessor:intercept_scaling,liblinear_svc_preprocessor:loss,liblinear_svc_preprocessor:multi_class,liblinear_svc_preprocessor:penalty,liblinear_svc_preprocessor:tol,libsvm_svc:C,libsvm_svc:class_weight,libsvm_svc:coef0,libsvm_svc:degree,libsvm_svc:gamma,libsvm_svc:kernel,libsvm_svc:max_iter,libsvm_svc:shrinking,libsvm_svc:tol,multinomial_nb:alpha,multinomial_nb:fit_prior,nystroem_sampler:coef0,nystroem_sampler:degree,nystroem_sampler:gamma,nystroem_sampler:kernel,nystroem_sampler:n_components,passive_aggresive:C,passive_aggresive:fit_intercept,passive_aggresive:loss,passive_aggresive:n_iter,pca:keep_variance,pca:whiten,preprocessor,proj_logit:max_epochs,qda:reg_param,qda:tol,random_forest:bootstrap,random_forest:criterion,random_forest:max_depth,random_forest:max_features,random_forest:max_leaf_nodes,random_forest:min_samples_leaf,random_forest:min_samples_split,random_forest:n_estimators,random_trees_embedding:max_depth,random_trees_embedding:max_leaf_nodes,random_trees_embedding:min_samples_leaf,random_trees_embedding:min_samples_split,random_trees_embedding:n_estimators,rescaling:strategy,ridge:alpha,ridge:fit_intercept,ridge:tol,select_percentile_classification:percentile,select_percentile_classification:score_func,select_rates:alpha,select_rates:mode,select_rates:score_func,sgd:alpha,sgd:epsilon,sgd:eta0,sgd:fit_intercept,sgd:l1_ratio,sgd:learning_rate,sgd:loss,sgd:n_iter,sgd:penalty,sgd:power_t,truncatedSVD:target_dim
719,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,1.8775110869614253,4957,,,482.93973157056763,auto,False,True,1,l2,ovr,l2,0.08096525632307361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
720,,,,,weighting,,,passive_aggresive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,1.4233956828897014,rbf,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013903514457427282,True,hinge,799,,,kernel_pca,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
721,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.015816832334558772,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.21370820016775,auto,0.8327462614259138,2,0.8780052575638593,poly,-1,False,0.0004879124387223394,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
722,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.008194628146731386,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363.858124944541,auto,-0.8719436056252688,2,0.010009042083194029,poly,-1,False,0.025101106615852388,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
723,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.26190988502300805,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4728977764580766,None,0.9751310282223757,2,0.0006715356811956456,poly,-1,False,0.00016712033476417592,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
724,,,,,weighting,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,0.23831114685924626,rbf,781,,,113,0.00031805654299768283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
725,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7319805452093163,rbf,3059,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,normalize,1.9797905899401723e-07,True,1.286832978535602e-05,,,,,,,,,,,,,,,,
726,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,0.7286012727201716,3,1.495894436706018,poly,503,,,,,43.31737083241266,auto,False,True,1,l2,ovr,l2,0.008501313086493998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
727,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.020575830519916315,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.7656495757551,None,0.7317467343975126,2,0.010134666866583692,poly,-1,True,0.0010500720279503731,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
728,,,,,none,,,random_forest,,,,,,,,,,,,,,False,gini,None,3.987262759541627,3,3,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,True,entropy,None,3.208525300675866,None,1,5,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
729,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,True,entropy,None,4.800749748096691,1,6,100,,,,,,,,,,0.0713136089041338,6,2.328043923102358,3,19,100,0.6659016590984245,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
730,,,,,weighting,,,random_forest,,,,,,,,,,,,,,True,entropy,None,3.074957287061849,2,7,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,True,entropy,None,1.9417433869276566,None,5,5,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
731,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,4.3894656717595,18,6,100,,,,,,,,,,0.14219330486758983,6,4.23388795989233,2,7,100,0.6843639020044948,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
732,SAMME.R,0.41800074352133937,4,54,weighting,,,adaboost,,,,,,,,,,,,,,True,entropy,None,3.442217430728842,2,10,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
733,,,,,weighting,,,random_forest,,,,,,,,,,,,,,False,entropy,None,4.313085491512016,7,3,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,True,gini,None,4.619779829465781,None,4,6,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
734,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,False,gini,None,4.636222134627245,2,20,100,,,,,,,,,,0.1108108333528665,5,2.5955080553434735,16,8,100,0.8241026983306415,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
735,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,True,gini,None,4.821562399857903,3,6,100,,,,,,,,,,0.12783049257659124,6,4.229907615916617,7,5,100,0.7898366156316449,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
736,SAMME.R,0.02636792272326194,3,490,none,,,adaboost,,,,,,,,,,,,,,False,entropy,None,4.888730439308897,13,20,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
737,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,False,entropy,None,4.004773420786299,None,5,5,100,,,,,,standard,,,,9.758796501983461,f_classif,,,,,,,,,,,,,,
738,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,4.614932742355147,1,13,100,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
739,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,cosine,complete,143,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20451599124499684,auto,0.7426109807438956,4,4.268183619051512,poly,-1,False,9.11208584118557e-05,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
740,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,False,gini,None,3.4835040100295798,None,1,7,100,,,,,,none,,,,,,,,,,,,,,,,,,,
741,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486.703156687303,auto,,,0.2978350543495752,rbf,-1,True,0.09629931428363434,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
742,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.99150612873426,None,,,0.12903412565538977,rbf,-1,False,0.0005934247142096609,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.196460738468598,fdr,f_classif,,,,,,,,,,,
743,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.05673168282642032,,,,,,,,most_frequent,,,,,,,,,,,,,,,0.5092003874409317,auto,False,True,1,l2,ovr,l2,0.06536437596904233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
744,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.124897273253156,None,0.8087219812565669,5,0.043770005094146615,poly,-1,True,4.1460706172905016e-05,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,,,,3,None,15,8,93,normalize,,,,,,,,,,,,,,,,,,,
745,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,complete,125,,,0.18087516838829737,9,3.700301437044446,2,8,100,0.9831082821614805,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
746,,,,,none,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.312788676167225,auto,-0.3918123848276607,4,2.2151535047046753,poly,-1,False,4.517789163728061e-05,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.2468084718953702,fdr,f_classif,,,,,,,,,,,
747,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,3.874802085098261,1,15,100,,,,,,,,,,,,,,,15,0.12428048277495057,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gem,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
748,SAMME.R,0.038862916050606405,9,491,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
749,SAMME.R,0.24319570735974613,8,463,none,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
750,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,entropy,None,1.3740276975171521,None,3,3,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
751,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,entropy,None,4.08369930204984,None,2,9,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
752,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,entropy,None,0.7811620815569132,None,2,5,100,,,,,,normalize,,,,,,,,,,,,,,,,,,,
753,SAMME.R,0.06952998657973296,9,486,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
754,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,True,gini,None,4.2749314696211,None,1,4,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
755,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,entropy,None,3.842545233871672,None,8,14,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
756,SAMME.R,0.02326952826096036,10,332,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
757,SAMME.R,0.16528688092503244,8,453,none,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
758,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,True,gini,None,1.0,None,1,2,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
759,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,cosine,average,8,,,0.04564862255711749,6,1.3339581525346764,7,20,100,0.8386628528102894,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
760,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,average,94,,,0.038611944930442905,7,2.2274348752028263,6,3,100,0.7606320429528692,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
761,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9889910438221386,False,pca,,,,False,gini,None,2.576234711610264,None,2,10,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
762,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,True,gini,None,1.0,None,1,2,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
763,,,,,none,,,k_nearest_neighbors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,auto,30,14,1,uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
764,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,True,gini,None,4.9762138811501355,None,3,3,100,,,,,,standard,,,,,,,,,,,,,,,,,,,
765,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,deflation,logcosh,1636,False,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,True,entropy,None,4.097459856321994,None,3,8,100,,,,,,none,,,,,,,,,,,,,,,,,,,
766,,,,,weighting,,,extra_trees,,,,,,,True,gini,None,3.8097241169068967,2,9,100,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
767,,,,,weighting,,,k_nearest_neighbors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,auto,30,12,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.4303468551546957,fdr,f_classif,,,,,,,,,,,
768,,,,,none,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,,,,9,None,4,6,62,standard,,,,,,,,,0.0001673634696495148,,0.06907216260939526,True,0.4048869204763187,invscaling,hinge,628,elasticnet,0.31011892669298075,
769,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26563598631578633,5,4.591421614182322,2,9,100,0.5185737889552982,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.39683911906054176,fdr,chi2,,,,,,,,,,,
770,SAMME.R,0.00011021410851190892,10,406,none,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.2881267600396062,fpr,chi2,,,,,,,,,,,
771,SAMME.R,0.0011330936293397918,9,122,none,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
772,SAMME.R,0.005674411946222312,10,491,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,308.26480156422684,auto,False,True,1,l2,ovr,l2,0.06512442743602394,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
773,,,,,weighting,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,complete,318,,,0.1489588308920603,4,4.7103596002320725,3,9,100,0.912276062143074,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
774,SAMME.R,0.000608312448642801,8,463,none,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,complete,144,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
775,SAMME.R,0.020787011655716083,4,106,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,average,64,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
776,,,,,none,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3481069133235156,3,3.0355168554460263,13,2,100,0.7484754432423287,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
777,SAMME.R,0.08363629441757968,3,179,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,2.5876701485900733,None,False,True,1,l2,ovr,l2,0.0011111533902060866,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
778,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,cosine,complete,36,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,False,entropy,None,4.282894599144254,None,16,15,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
779,,,,,weighting,,,decision_tree,gini,None,1.0,None,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,none,,,,,,0.18597850414367859,fwe,f_classif,,,,,,,,,,,
780,,,,,weighting,,,decision_tree,entropy,None,1.0,None,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,207.90311440914624,auto,False,True,1,l2,ovr,l2,0.058855993607670146,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
781,,,,,weighting,,,random_forest,,,,,,,,,,,,,,False,entropy,None,3.14164620673907,1,8,100,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,False,entropy,None,4.949356748390857,None,11,16,100,,,,,,standard,,,,,,,,,,,,,,,,,,,
782,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,average,13,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,False,entropy,None,4.756166829876788,None,11,3,100,,,,,,none,,,,,,,,,,,,,,,,,,,
783,,,,,weighting,,,decision_tree,gini,None,1.0,None,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.26259852196516537,fpr,f_classif,,,,,,,,,,,
